Emp_ID,Full_Name,Gender,DOB,Age,Nationality,Ethnicity,Job_Title,Department,Job_Level,Hire_Date,Status,Emp_Type,Tenure (Years),Salary_Band,Salary,Job_Rating,Location,Days_Absent,Sick_Days,Annual_Leave
532,Lee Rowe,M,9/2/1991,30,Portugese,White,Marketing Manager,Marketing,Manager,9/2/2011,Retired,Other,10,A,"$30,000.00",4,Australia,3,3,0
673,Carroll Newman,F,13/11/1990,30,German,White,Marketing Assistant,Marketing,Manager,13/11/2010,Active,Part Time,10,B,"$40,000.00",3,France,0,0,0
697,Whitney Simon,F,20/4/1991,30,German,White,Security Officer,IT,Non-Manager,20/4/2011,Active,Part Time,10,D,"$60,000.00",3,UK,12,7,5
795,Ollie Ball,M,9/9/1990,30,Mexican,Hispanic/Latin,Sales Clerk,Sales,Non-Manager,9/9/2010,Active,Full Time,10,C,"$50,000.00",3,France,2,2,0
797,Sheila Wilson,F,14/1/1991,30,Japanese,Asian,Payroll,Finance,Non-Manager,14/1/2011,Active,Full Time,10,A,"$30,000.00",1,Canada,10,4,6
832,May Sparks,F,9/8/1990,30,Indian,Asian,Developer,IT,Non-Manager,9/8/2010,Retired,Other,10,D,"$60,000.00",4,France,10,4,6
932,Hector Patton,M,26/9/1990,30,British,White,Marketing Assistant,Marketing,Manager,26/9/2010,Retired,Other,10,C,"$50,000.00",4,Germany,1,1,0
944,Simon Jefferson,M,28/10/1990,30,German,White,Marketing Assistant,Marketing,Manager,28/10/2010,Active,Full Time,10,B,"$40,000.00",4,France,12,7,5
961,Colin Watson,M,27/11/1990,30,Australian,White,Sales Manager,Sales,Manager,27/11/2010,Active,Full Time,10,A,"$30,000.00",1,France,7,7,0
1003,Janie Anderson,F,20/3/1991,30,Cuban,Hispanic/Latin,Sales Clerk,Sales,Non-Manager,20/3/2011,Active,Full Time,10,B,"$40,000.00",1,South African,10,4,6
1017,Sadie Mccarthy,F,8/9/1990,30,French,White,Developer,IT,Non-Manager,8/9/2010,Active,Full Time,10,D,"$60,000.00",3,Australia,1,1,0
1107,Ellen Bishop,F,7/8/1990,30,Mexican,Hispanic/Latin,Procurement and Planning,Planning,Non-Manager,7/8/2010,Active,Full Time,10,A,"$30,000.00",4,Canada,7,7,0
1210,Norma Bryant,F,14/12/1990,30,Australian,Black,Recruitment Manager,HR,Manager,14/12/2010,Active,Full Time,10,D,"$60,000.00",3,France,4,4,0
1295,Kelley Tate,M,25/6/1990,30,Canadian,Black,IT Analyst,IT,Non-Manager,25/6/2010,Active,Full Time,10,B,"$40,000.00",3,Germany,4,4,0
1416,Carly Roche,F,15/7/1990,30,French,Black,HR Manager,HR,Manager,15/7/2010,Active,Full Time,10,C,"$50,000.00",4,Australia,7,7,0
1433,Vivien Olivo,F,19/12/1990,30,Cuban,Hispanic/Latin,IT Analyst,IT,Non-Manager,19/12/2010,Retired,Other,10,D,"$60,000.00",2,South African,7,7,0
1453,Tinisha Russ,F,1/6/1990,30,South African,Black,Sales Manager,Sales,Manager,1/6/2010,Active,Full Time,10,D,"$60,000.00",2,France,12,7,5
1498,Thad Judd,M,3/10/1990,30,American,Black,Payroll,Finance,Non-Manager,3/10/2010,Active,Full Time,10,B,"$40,000.00",4,France,5,5,0
27,Louise Butler,F,20/1/1990,31,Indian,Asian,Sales Manager,Sales,Manager,20/1/2010,Retired,Other,11,B,"$40,000.00",2,Canada,7,7,0
74,Ralph Bailey,M,30/10/1989,31,German,White,Credit Controller,Finance,Non-Manager,30/10/2009,Active,Part Time,11,C,"$50,000.00",5,South African,4,4,0
100,Rose Smith,F,28/4/1990,31,British,White,HR Manager,HR,Manager,28/4/2010,Terminated,Other,11,C,"$50,000.00",5,Germany,11,6,5
146,Charles Coleman,M,25/3/1990,31,British,White,Payroll,Finance,Non-Manager,25/3/2010,Active,Part Time,11,A,"$30,000.00",3,Australia,12,7,5
199,Joseph Perez,M,23/10/1989,31,Pakistani,Asian,IT Analyst,IT,Non-Manager,23/10/2009,Active,Part Time,11,A,"$30,000.00",3,Germany,5,5,0
266,Teresa Murphy,F,7/10/1989,31,Australian,White,Procurement and Planning,Planning,Non-Manager,7/10/2009,Active,Part Time,11,C,"$50,000.00",3,South African,8,8,0
277,Gregory Wright,M,28/3/1990,31,Nigerian,Black,Brand Manager,Marketing,Manager,28/3/2010,Active,Part Time,11,C,"$50,000.00",2,Germany,1,1,0
352,Samuel Thompson,M,16/1/1990,31,Chinese,Asian,Marketing Manager,Marketing,Manager,16/1/2010,Retired,Other,11,A,"$30,000.00",3,USA,9,4,5
386,Diane Ward,F,2/10/1989,31,French,White,Security Officer,IT,Non-Manager,2/10/2009,Retired,Other,11,C,"$50,000.00",3,UK,14,4,10
508,Saul Crawford,M,5/3/1990,31,Mexican,Hispanic/Latin,Marketing Manager,Marketing,Manager,5/3/2010,Active,Part Time,11,A,"$30,000.00",3,UK,1,1,0
522,Brett Webster,M,23/10/1989,31,South African,White,Credit Controller,Finance,Non-Manager,23/10/2009,Active,Part Time,11,B,"$40,000.00",3,South African,7,7,0
562,Margarita Weber,F,30/1/1990,31,Irish,White,Administrator,Admin,Non-Manager,30/1/2010,Retired,Other,11,C,"$50,000.00",1,Australia,14,4,10
657,Jessie Vega,F,27/3/1990,31,Irish,White,Finance Manager,Finance,Manager,27/3/2010,Active,Part Time,11,D,"$60,000.00",4,Canada,5,5,0
790,Albert Vega,M,10/3/1990,31,Indian,Asian,Marketing Assistant,Marketing,Manager,10/3/2010,Active,Full Time,11,C,"$50,000.00",4,Canada,5,5,0
793,Gilbert Roberts,M,2/7/1989,31,Portugese,White,Sales Clerk,Sales,Non-Manager,2/7/2009,Active,Full Time,11,D,"$60,000.00",3,USA,1,1,0
799,Meredith Munoz,F,1/1/1990,31,Indian,Asian,Developer,IT,Non-Manager,1/1/2010,Active,Full Time,11,C,"$50,000.00",3,Germany,9,4,5
837,Sherri Caldwell,F,11/12/1989,31,Pakistani,Asian,Credit Controller,Finance,Non-Manager,11/12/2009,Active,Full Time,11,C,"$50,000.00",1,UK,6,6,0
883,Wilma Olson,F,24/8/1989,31,American,White,Marketing Assistant,Marketing,Manager,24/8/2009,Active,Full Time,11,A,"$30,000.00",3,Germany,0,0,0
886,Ernestine Wright,M,13/6/1989,31,Cuban,Hispanic/Latin,HR Manager,HR,Manager,13/6/2009,Retired,Other,11,D,"$60,000.00",1,Australia,1,1,0
955,Nicolas Romero,M,14/1/1990,31,German,White,Procurement and Planning,Planning,Non-Manager,14/1/2010,Active,Full Time,11,B,"$40,000.00",3,Germany,3,3,0
964,Rick Harris,M,7/4/1990,31,Chinese,Asian,Sales Manager,Sales,Manager,7/4/2010,Retired,Other,11,D,"$60,000.00",3,UK,14,4,10
974,Jesus Cole,M,20/1/1990,31,American,White,PA ,Admin,Non-Manager,20/1/2010,Retired,Other,11,A,"$30,000.00",2,Germany,15,4,11
1286,Marguerite Neal,F,25/10/1989,31,British,Black,Security Officer,IT,Non-Manager,25/10/2009,Active,Part Time,11,C,"$50,000.00",1,South African,13,8,5
1445,Romeo Bolton,M,21/8/1989,31,Iranian,Persian,Marketing Assistant,Marketing,Manager,21/8/2009,Active,Full Time,11,C,"$50,000.00",3,UK,3,3,0
1457,Lakeisha New,F,14/11/1989,31,British,Black,Security Officer,IT,Non-Manager,14/11/2009,Active,Full Time,11,C,"$50,000.00",2,UK,1,1,0
1568,Magda Wofford,F,21/7/1989,31,French,Black,Recruitment Manager,HR,Manager,21/7/2009,Active,Full Time,11,C,"$50,000.00",3,South African,12,7,5
1569,Lashawnda Quick,F,1/3/1990,31,Australian,Black,HR Manager,HR,Manager,1/3/2010,Active,Other,11,C,"$50,000.00",1,Australia,10,4,6
2,Ann Cook,F,6/4/1989,32,Japanese,Asian,Sales Clerk,Sales,Non-Manager,6/4/2009,Active,Full Time,12,D,"$60,000.00",2,France,15,4,11
37,Andrea Turner,F,16/6/1988,32,Irish,White,Sales Manager,Sales,Manager,16/6/2008,Active,Full Time,12,B,"$40,000.00",2,Australia,8,8,0
48,Jesse Rivera,M,28/12/1988,32,French,White,Brand Manager,Marketing,Manager,28/12/2008,Terminated,Other,12,D,"$60,000.00",4,South African,7,7,0
63,Anthony Edwards,M,17/12/1988,32,Nigerian,Black,Planning Manager,Planning,Manager,17/12/2008,Terminated,Other,12,C,"$50,000.00",4,France,3,3,0
64,Gerald Johnson,M,12/2/1989,32,Iranian,Persian,Developer,IT,Non-Manager,12/2/2009,Terminated,Other,12,C,"$50,000.00",1,UK,14,4,10
101,Jeffrey Wood,M,2/2/1989,32,Iranian,Persian,Sales Assistant,Sales,Non-Manager,2/2/2009,Active,Part Time,12,B,"$40,000.00",4,UK,7,7,0
105,Chris Rivera,M,15/3/1989,32,Mexican,Hispanic/Latin,IT Analyst,IT,Non-Manager,15/3/2009,Resigned,Other,12,B,"$40,000.00",5,Canada,10,4,6
111,Phyllis Reed,F,19/8/1988,32,British,White,Marketing Manager,Marketing,Manager,19/8/2008,Active,Part Time,12,A,"$30,000.00",2,South African,14,4,10
121,Sarah Kelly,F,9/1/1989,32,Brazilian,Hispanic/Latin,Developer,IT,Non-Manager,9/1/2009,Active,Part Time,12,B,"$40,000.00",1,Australia,11,6,5
167,Jennifer Jackson,F,3/7/1988,32,British,White,Marketing Assistant,Marketing,Manager,3/7/2008,Terminated,Other,12,B,"$40,000.00",3,France,15,4,11
178,Keith Simmons,M,29/4/1989,32,Portugese,White,Finance Manager,Finance,Manager,29/4/2009,Resigned,Other,12,A,"$30,000.00",2,Australia,14,4,10
222,Samuel Sanchez,M,11/6/1988,32,Australian,White,Sales Manager,Sales,Manager,11/6/2008,Active,Part Time,12,B,"$40,000.00",2,USA,3,3,0
317,Julia Richardson,F,6/10/1988,32,Indian,Asian,Marketing Manager,Marketing,Manager,6/10/2008,Active,Part Time,12,C,"$50,000.00",4,South African,8,8,0
387,Steven Williams,M,22/4/1989,32,Irish,White,HR Manager,HR,Manager,22/4/2009,Active,Other,12,D,"$60,000.00",4,France,4,4,0
427,Jeffrey Butler,M,17/12/1988,32,British,White,Sales Clerk,Sales,Non-Manager,17/12/2008,Retired,Other,12,C,"$50,000.00",2,Australia,15,4,11
581,Hector Cobb,M,5/8/1988,32,Nigerian,Black,Recruitment Manager,HR,Manager,5/8/2008,Active,Part Time,12,B,"$40,000.00",4,South African,5,5,0
587,Dwayne Wolfe,M,27/3/1989,32,Canadian,White,Administrator,Admin,Non-Manager,27/3/2009,Active,Part Time,12,C,"$50,000.00",4,USA,2,2,0
630,Jake Ward,M,17/4/1989,32,Australian,White,PA ,Admin,Non-Manager,17/4/2009,Active,Part Time,12,C,"$50,000.00",4,UK,2,2,0
642,Elsie Garza,F,26/4/1989,32,Nigerian,Black,Security Officer,IT,Non-Manager,26/4/2009,Active,Part Time,12,D,"$60,000.00",3,UK,9,4,5
664,Vincent Hogan,M,11/8/1988,32,Canadian,White,Recruitment Manager,HR,Manager,11/8/2008,Active,Part Time,12,B,"$40,000.00",4,Australia,12,7,5
666,Dominic Schultz,M,23/3/1989,32,Chinese,Asian,Brand Manager,Marketing,Manager,23/3/2009,Active,Part Time,12,D,"$60,000.00",1,France,12,7,5
769,Willard Dean,M,7/5/1988,32,Chinese,Asian,HR Assistant,HR,Non-Manager,7/5/2008,Active,Full Time,12,B,"$40,000.00",4,France,12,7,5
775,Seth Daniels,M,27/3/1989,32,Brazilian,Hispanic/Latin,HR Administrator,HR,Non-Manager,27/3/2009,Active,Full Time,12,C,"$50,000.00",1,South African,2,2,0
802,Lindsey Beck,F,24/2/1989,32,Japanese,Asian,Sales Clerk,Sales,Non-Manager,24/2/2009,Active,Full Time,12,A,"$30,000.00",3,Germany,12,7,5
884,Eva Chavez,F,4/3/1989,32,Chinese,Asian,Brand Manager,Marketing,Manager,4/3/2009,Active,Full Time,12,B,"$40,000.00",3,France,12,7,5
898,Eduardo Hammond,M,1/6/1988,32,Iranian,Persian,Finance Manager,Finance,Manager,1/6/2008,Active,Full Time,12,B,"$40,000.00",3,France,10,4,6
941,Darnell Lambert,M,10/7/1988,32,Australian,White,Payroll,Finance,Non-Manager,10/7/2008,Active,Full Time,12,C,"$50,000.00",1,Australia,9,4,5
945,Wendell Wilkins,M,2/8/1988,32,Iranian,Persian,Security Officer,IT,Non-Manager,2/8/2008,Active,Full Time,12,A,"$30,000.00",1,France,11,6,5
967,Herman Vasquez,M,16/9/1988,32,Pakistani,Asian,Finance Manager,Finance,Manager,16/9/2008,Active,Full Time,12,D,"$60,000.00",1,Australia,2,2,0
1063,Gertrude Fisher,F,14/3/1989,32,South African,White,Recruitment Manager,HR,Manager,14/3/2009,Active,Full Time,12,B,"$40,000.00",2,USA,6,6,0
1085,Kendra Mccoy,F,14/3/1989,32,Portugese,White,Finance Manager,Finance,Manager,14/3/2009,Active,Full Time,12,D,"$60,000.00",4,UK,13,8,5
1096,Alberta Wise,F,5/6/1988,32,Iranian,Persian,Marketing Manager,Marketing,Manager,5/6/2008,Active,Full Time,12,B,"$40,000.00",1,France,4,4,0
1098,Nora Reid,F,31/7/1988,32,Iranian,Persian,HR Administrator,HR,Non-Manager,31/7/2008,Active,Full Time,12,C,"$50,000.00",4,UK,13,8,5
1111,Muriel Hicks,F,15/10/1988,32,Pakistani,Asian,Sales Clerk,Sales,Non-Manager,15/10/2008,Active,Full Time,12,C,"$50,000.00",1,Germany,7,7,0
1158,Holly Holloway,F,10/3/1989,32,Portugese,Black,Brand Manager,Marketing,Manager,10/3/2009,Active,Full Time,12,B,"$40,000.00",1,UK,9,4,5
1217,Leah Miller,F,14/12/1988,32,Brazilian,Hispanic/Latin,Payroll,Finance,Non-Manager,14/12/2008,Active,Full Time,12,C,"$50,000.00",4,Australia,5,5,0
1243,Desiree Robbins,F,25/10/1988,32,American,Black,Marketing Assistant,Marketing,Manager,25/10/2008,Active,Part Time,12,C,"$50,000.00",1,South African,8,8,0
1348,Shad Derr,M,24/9/1988,32,Canadian,Black,Payroll,Finance,Non-Manager,24/9/2008,Active,Full Time,12,D,"$60,000.00",2,UK,11,6,5
1353,Jamila Abreu,F,20/12/1988,32,American,Black,Sales Manager,Sales,Manager,20/12/2008,Active,Full Time,12,B,"$40,000.00",3,South African,11,6,5
1412,Normand Conklin,M,15/6/1988,32,Portugese,Black,Sales Clerk,Sales,Non-Manager,15/6/2008,Active,Full Time,12,C,"$50,000.00",1,France,6,6,0
1442,Cleopatra Collazo,F,11/10/1988,32,Brazilian,Hispanic/Latin,Brand Manager,Marketing,Manager,11/10/2008,Active,Full Time,12,B,"$40,000.00",2,France,2,2,0
1443,Tesha Thiel,M,26/7/1988,32,Mexican,Hispanic/Latin,Procurement and Planning,Planning,Non-Manager,26/7/2008,Active,Full Time,12,A,"$30,000.00",2,Australia,4,4,0
1579,Audra Avila,F,27/10/1988,32,Australian,Black,Finance Manager,Finance,Manager,27/10/2008,Active,Full Time,12,B,"$40,000.00",1,Australia,4,4,0
135,Frances Torres,F,2/8/1987,33,Canadian,White,HR Administrator,HR,Non-Manager,2/8/2007,Terminated,Other,13,C,"$50,000.00",5,South African,7,7,0
153,Ann Johnson,F,27/9/1987,33,Australian,White,Payroll,Finance,Non-Manager,27/9/2007,Resigned,Other,13,B,"$40,000.00",3,France,8,8,0
162,Sara Barnes,F,6/4/1988,33,Pakistani,Asian,Brand Manager,Marketing,Manager,6/4/2008,Retired,Other,13,A,"$30,000.00",5,Germany,6,6,0
172,Larry Bennett,M,30/8/1987,33,Chinese,Asian,Sales Assistant,Sales,Non-Manager,30/8/2007,Active,Part Time,13,C,"$50,000.00",3,South African,0,0,0
233,Donald Young,M,20/10/1987,33,Irish,White,HR Administrator,HR,Non-Manager,20/10/2007,Active,Part Time,13,B,"$40,000.00",4,Germany,15,4,11
253,Craig Wood,M,25/10/1987,33,Iranian,Persian,Brand Manager,Marketing,Manager,25/10/2007,Active,Part Time,13,C,"$50,000.00",4,Germany,10,4,6
264,Roger Nelson,M,25/9/1987,33,Australian,White,Credit Controller,Finance,Non-Manager,25/9/2007,Retired,Other,13,D,"$60,000.00",4,Australia,6,6,0
500,Garry Glover,M,30/11/1987,33,Indian,Asian,Brand Manager,Marketing,Manager,30/11/2007,Active,Part Time,13,A,"$30,000.00",3,UK,1,1,0
502,Elsa Barnes,F,15/12/1987,33,Mexican,Hispanic/Latin,Marketing Manager,Marketing,Manager,15/12/2007,Active,Part Time,13,B,"$40,000.00",4,Germany,0,0,0
530,Darlene Berry,F,28/1/1988,33,Canadian,White,IT Analyst,IT,Non-Manager,28/1/2008,Active,Part Time,13,D,"$60,000.00",3,Canada,0,0,0
729,Emmett Austin,M,24/8/1987,33,Irish,White,HR Assistant,HR,Non-Manager,24/8/2007,Active,Full Time,13,C,"$50,000.00",4,Australia,4,4,0
807,Bessie Welch,F,28/10/1987,33,Iranian,Persian,HR Assistant,HR,Non-Manager,28/10/2007,Active,Full Time,13,D,"$60,000.00",2,France,11,6,5
836,Daisy Cox,F,10/12/1987,33,American,White,Developer,IT,Non-Manager,10/12/2007,Active,Full Time,13,B,"$40,000.00",1,France,9,4,5
870,Lana Paul,F,5/11/1987,33,Indian,Asian,Finance Manager,Finance,Manager,5/11/2007,Retired,Other,13,A,"$30,000.00",1,France,4,4,0
878,Pam Guzman,F,1/4/1988,33,Irish,White,IT Analyst,IT,Non-Manager,1/4/2008,Active,Full Time,13,B,"$40,000.00",3,USA,12,7,5
946,Warren Bridges,M,29/9/1987,33,Indian,Asian,Sales Clerk,Sales,Non-Manager,29/9/2007,Active,Full Time,13,D,"$60,000.00",3,Australia,4,4,0
947,Ronald Sharp,M,7/12/1987,33,American,White,Sales Manager,Sales,Manager,7/12/2007,Active,Full Time,13,B,"$40,000.00",4,Germany,7,7,0
990,Timmy Garner,M,25/9/1987,33,Canadian,White,Marketing Manager,Marketing,Manager,25/9/2007,Active,Full Time,13,D,"$60,000.00",4,USA,9,4,5
1054,Blanche May,F,20/5/1987,33,Mexican,Hispanic/Latin,Finance Manager,Finance,Manager,20/5/2007,Retired,Other,13,C,"$50,000.00",2,South African,3,3,0
1150,Maureen Curry,F,9/7/1987,33,South African,Black,Payroll,Finance,Non-Manager,9/7/2007,Active,Full Time,13,A,"$30,000.00",1,Germany,9,4,5
1204,Emma Poole,F,9/12/1987,33,South African,Black,Credit Controller,Finance,Non-Manager,9/12/2007,Active,Full Time,13,B,"$40,000.00",3,France,11,6,5
1228,Freda Hardy,F,5/1/1988,33,Japanese,Asian,Procurement and Planning,Planning,Non-Manager,5/1/2008,Active,Part Time,13,D,"$60,000.00",2,Canada,15,4,11
1254,Delia Hayes,F,3/6/1987,33,American,Black,PA ,Admin,Non-Manager,3/6/2007,Active,Part Time,13,C,"$50,000.00",2,France,4,4,0
1269,Tina Gross,F,2/5/1988,33,American,Black,IT Analyst,IT,Non-Manager,2/5/2008,Active,Part Time,13,A,"$30,000.00",4,Germany,10,4,6
1271,Jennie Rios,F,15/8/1987,33,French,Black,Sales Manager,Sales,Manager,15/8/2007,Active,Part Time,13,A,"$30,000.00",1,France,3,3,0
1296,Kay Jefferson,F,24/7/1987,33,Portugese,Black,Marketing Assistant,Marketing,Manager,24/7/2007,Retired,Other,13,D,"$60,000.00",2,USA,14,4,10
1361,Teresita Bruton,F,16/3/1988,33,Iranian,Persian,Credit Controller,Finance,Non-Manager,16/3/2008,Active,Full Time,13,C,"$50,000.00",3,UK,10,4,6
1387,Marica Pullen,F,23/11/1987,33,Pakistani,Asian,Marketing Assistant,Marketing,Manager,23/11/2007,Retired,Other,13,C,"$50,000.00",2,Germany,9,4,5
1391,Brittny Fanning,F,29/4/1988,33,French,Black,Procurement and Planning,Planning,Non-Manager,29/4/2008,Active,Full Time,13,D,"$60,000.00",3,Australia,15,4,11
1463,Nubia Dumas,F,3/10/1987,33,British,Black,Sales Assistant,Sales,Non-Manager,3/10/2007,Active,Full Time,13,D,"$60,000.00",3,France,7,7,0
1567,Bobbye Crosby,M,15/3/1988,33,South African,Black,Finance Manager,Finance,Manager,15/3/2008,Active,Full Time,13,D,"$60,000.00",4,Canada,11,6,5
78,Brian Gonzalez,M,14/3/1987,34,Japanese,Asian,Sales Manager,Sales,Manager,14/3/2007,Retired,Other,14,A,"$30,000.00",4,Australia,7,7,0
80,Gregory Ross,M,19/11/1986,34,Japanese,Asian,Credit Controller,Finance,Non-Manager,19/11/2006,Active,Part Time,14,C,"$50,000.00",5,South African,12,7,5
94,Clarence Diaz,M,21/6/1986,34,Nigerian,Black,Sales Manager,Sales,Manager,21/6/2006,Active,Part Time,14,C,"$50,000.00",4,South African,15,4,11
106,Roger Taylor,M,15/6/1986,34,South African,White,Marketing Assistant,Marketing,Manager,15/6/2006,Active,Part Time,14,B,"$40,000.00",2,France,7,7,0
161,Ryan Thompson,M,24/10/1986,34,Cuban,Hispanic/Latin,Sales Assistant,Sales,Non-Manager,24/10/2006,Terminated,Other,14,A,"$30,000.00",4,Canada,13,8,5
174,Rebecca Jenkins,F,28/7/1986,34,Brazilian,Hispanic/Latin,Sales Clerk,Sales,Non-Manager,28/7/2006,Active,Part Time,14,B,"$40,000.00",1,Canada,2,2,0
216,Jessica Miller,F,15/10/1986,34,Nigerian,Black,Administrator,Admin,Non-Manager,15/10/2006,Resigned,Other,14,D,"$60,000.00",4,USA,0,0,0
289,Joan Rivera,F,25/9/1986,34,German,White,Sales Assistant,Sales,Non-Manager,25/9/2006,Resigned,Other,14,C,"$50,000.00",2,France,0,0,0
326,Raymond Martinez,M,21/11/1986,34,Australian,White,HR Administrator,HR,Non-Manager,21/11/2006,Active,Part Time,14,C,"$50,000.00",3,Germany,15,4,11
347,Ruby Hernandez,F,25/8/1986,34,Australian,White,HR Administrator,HR,Non-Manager,25/8/2006,Active,Other,14,C,"$50,000.00",1,Australia,6,6,0
359,Gregory Lewis,M,7/8/1986,34,Japanese,Asian,Finance Manager,Finance,Manager,7/8/2006,Active,Part Time,14,B,"$40,000.00",2,Germany,6,6,0
422,Anna Rivera,F,27/8/1986,34,Canadian,White,Brand Manager,Marketing,Manager,27/8/2006,Active,Part Time,14,C,"$50,000.00",4,Australia,10,4,6
443,Julia Allen,F,25/7/1986,34,German,White,Sales Clerk,Sales,Non-Manager,25/7/2006,Active,Part Time,14,A,"$30,000.00",3,France,15,4,11
469,Terry Bell,M,27/1/1987,34,Japanese,Asian,Procurement and Planning,Planning,Non-Manager,27/1/2007,Active,Part Time,14,B,"$40,000.00",1,Australia,9,4,5
473,Jessica Flores,F,11/2/1987,34,British,White,Brand Manager,Marketing,Manager,11/2/2007,Active,Part Time,14,A,"$30,000.00",2,Canada,1,1,0
485,Todd Bailey,M,30/3/1987,34,Iranian,Persian,HR Administrator,HR,Non-Manager,30/3/2007,Active,Part Time,14,C,"$50,000.00",3,Australia,11,6,5
595,Brandy Harmon,F,8/10/1986,34,Chinese,Asian,Recruitment Manager,HR,Manager,8/10/2006,Active,Part Time,14,B,"$40,000.00",3,USA,9,4,5
604,Nicole Hill,F,16/9/1986,34,Irish,White,Sales Clerk,Sales,Non-Manager,16/9/2006,Active,Part Time,14,D,"$60,000.00",4,France,13,8,5
618,Bethany Schmidt,F,10/2/1987,34,British,White,Administrator,Admin,Non-Manager,10/2/2007,Active,Part Time,14,C,"$50,000.00",4,Canada,10,4,6
624,Kathy Potter,F,2/11/1986,34,American,White,HR Administrator,HR,Non-Manager,2/11/2006,Active,Part Time,14,C,"$50,000.00",4,France,6,6,0
634,Penny Frank,F,24/6/1986,34,Chinese,Asian,Marketing Manager,Marketing,Manager,24/6/2006,Active,Part Time,14,C,"$50,000.00",1,Germany,14,4,10
650,Carrie Adams,F,25/10/1986,34,Canadian,White,Finance Manager,Finance,Manager,25/10/2006,Active,Part Time,14,B,"$40,000.00",2,South African,9,4,5
786,Desiree Brock,F,10/8/1986,34,Australian,White,Procurement and Planning,Planning,Non-Manager,10/8/2006,Active,Full Time,14,D,"$60,000.00",1,Canada,3,3,0
954,Pete Perez,M,31/8/1986,34,American,White,Finance Manager,Finance,Manager,31/8/2006,Active,Full Time,14,D,"$60,000.00",3,UK,11,6,5
1033,Natasha Patton,F,11/10/1986,34,Irish,White,Sales Clerk,Sales,Non-Manager,11/10/2006,Retired,Other,14,B,"$40,000.00",1,South African,2,2,0
1050,Jana Harrington,F,15/4/1987,34,French,White,Recruitment Manager,HR,Manager,15/4/2007,Active,Full Time,14,B,"$40,000.00",4,Canada,2,2,0
1079,Ana Cook,F,15/8/1986,34,Portugese,White,Sales Assistant,Sales,Non-Manager,15/8/2006,Retired,Other,14,C,"$50,000.00",1,Canada,1,1,0
1115,Lucia George,F,31/12/1986,34,Indian,Asian,Administrator,Admin,Non-Manager,31/12/2006,Active,Full Time,14,B,"$40,000.00",3,South African,15,4,11
1165,Edith Fields,F,23/9/1986,34,Cuban,Hispanic/Latin,Sales Manager,Sales,Manager,23/9/2006,Active,Full Time,14,C,"$50,000.00",3,France,3,3,0
1218,Diana Cruz,F,20/4/1987,34,South African,Black,Marketing Assistant,Marketing,Manager,20/4/2007,Active,Full Time,14,D,"$60,000.00",3,Germany,5,5,0
1240,Geneva Matthews,F,18/10/1986,34,Japanese,Asian,Payroll,Finance,Non-Manager,18/10/2006,Active,Part Time,14,B,"$40,000.00",4,USA,3,3,0
1276,Julie Leonard,F,21/2/1987,34,Irish,Black,Payroll,Finance,Non-Manager,21/2/2007,Active,Part Time,14,D,"$60,000.00",3,South African,14,4,10
1309,Sidney Grissom,M,1/3/1987,34,Australian,Black,HR Manager,HR,Manager,1/3/2007,Active,Full Time,14,C,"$50,000.00",2,South African,14,4,10
1313,Chase Kitchens,M,4/5/1986,34,French,Black,Sales Assistant,Sales,Non-Manager,4/5/2006,Active,Full Time,14,A,"$30,000.00",3,USA,3,3,0
1347,Leoma Bledsoe,M,8/6/1986,34,Cuban,Hispanic/Latin,Sales Clerk,Sales,Non-Manager,8/6/2006,Retired,Other,14,D,"$60,000.00",3,UK,8,8,0
1400,Branda Moon,M,2/1/1987,34,Portugese,Black,Credit Controller,Finance,Non-Manager,2/1/2007,Active,Full Time,14,A,"$30,000.00",2,UK,14,4,10
1432,Eldridge Ryder,M,20/7/1986,34,Cuban,Hispanic/Latin,Developer,IT,Non-Manager,20/7/2006,Active,Full Time,14,B,"$40,000.00",1,Australia,6,6,0
1438,Loria Scoggins,F,14/6/1986,34,German,Black,IT Analyst,IT,Non-Manager,14/6/2006,Active,Full Time,14,D,"$60,000.00",3,South African,15,4,11
1451,Maudie Beaudoin,F,20/6/1986,34,Japanese,Asian,Payroll,Finance,Non-Manager,20/6/2006,Active,Full Time,14,D,"$60,000.00",3,Australia,14,4,10
1467,Christin Patino,M,16/4/1987,34,Chinese,Asian,Administrator,Admin,Non-Manager,16/4/2007,Active,Full Time,14,C,"$50,000.00",3,UK,15,4,11
1472,Elinor Hayden,F,5/10/1986,34,Indian,Asian,IT Analyst,IT,Non-Manager,5/10/2006,Active,Full Time,14,D,"$60,000.00",2,France,14,4,10
1522,Magaret Kaye,F,27/11/1986,34,Chinese,Asian,Recruitment Manager,HR,Manager,27/11/2006,Active,Full Time,14,B,"$40,000.00",3,Australia,12,7,5
1558,Minta Moe,F,7/1/1987,34,Australian,Black,HR Administrator,HR,Non-Manager,7/1/2007,Retired,Other,14,B,"$40,000.00",1,UK,4,4,0
82,Stephanie Walker,F,29/4/1986,35,Chinese,Asian,Brand Manager,Marketing,Manager,29/4/2006,Resigned,Other,15,B,"$40,000.00",5,South African,7,7,0
84,Henry Perry,M,5/1/1986,35,Pakistani,Asian,Sales Clerk,Sales,Non-Manager,5/1/2006,Terminated,Other,15,D,"$60,000.00",5,Australia,12,7,5
